scenario,user_input,retrieved_contexts,response,reference
시나리오 1: 단일 팩트 검색,2026년 4월 29일에 전세 계약된 부천시 솔라리움A동 6층 오피스텔의 전세금은 얼마입니까?,"[작성일: 2026-04-29] | [부천시] | 오피스텔 전세 거래입니다. 거래일자는 2026년 04월 29일입니다. 중동 (지번: 1034)에 위치한 '솔라리움A동' 오피스텔 6층 매물이 전세금 1억 6200만원으로 계약되었습니다. 전용면적은 25.38㎡ (약 7.7평)이며, 건축년도는 2020년입니다. 계약기간은 2026년 06월부터 2028년 06월까지입니다. 갱신요구권은 미사용입니다."", ""[작성일: 2026-04-29] | [부천시] | 오피스텔 전세 거래입니다. 거래일자는 2026년 04월 29일입니다. 중동 (지번: 1034-1)에 위치한 '솔라리움B동' 오피스텔 10층 매물이 전세금 1억 7500만원으로 갱신 계약되었습니다. 전용면적은 26.02㎡ (약 7.9평)이며, 건축년도는 2020년입니다. 계약기간은 2026년 06월부터 2028년 06월까지입니다. 갱신요구권은 사용입니다. 종전계약전세금은 1억 7500만원입니다."", ""[작성일: 2026-04-29] | [부천시] | 오피스텔 월세 거래입니다. 거래일자는 2026년 04월 29일입니다. 중동 (지번: 1034)에 위치한 '솔라리움A동' 오피스텔 7층 매물이 보증금 1억 6200만원, 월세 5만원으로 계약되었습니다. 전용면적은 26.02㎡ (약 7.9평)이며, 건축년도는 2020년입니다. 계약기간은 2026년 06월부터 2028년 06월까지입니다. 갱신요구권은 미사용입니다."", ""[작성일: 2026-04-29] | [부천시] | 오피스텔 전세 거래입니다. 거래일자는 2026년 04월 29일입니다. 중동 (지번: 1145-1)에 위치한 '매트로펠리스Ⅱ-B' 오피스텔 3층 매물이 전세금 7800만원으로 계약되었습니다. 전용면적은 24.05㎡ (약 7.3평)이며, 건축년도는 2004년입니다. 계약기간은 2026년 06월부터 2028년 06월까지입니다. 갱신요구권은 미사용입니다."", ""[작성일: 2026-04-29] | [부천시] | 오피스텔 전세 거래입니다. 거래일자는 2026년 04월 29일입니다. 상동 (지번: 532-1)에 위치한 '굿모닝위너스빌' 오피스텔 8층 매물이 전세금 8000만원으로 계약되었습니다. 전용면적은 27.89㎡ (약 8.4평)이며, 건축년도는 2003년입니다. 계약기간은 2026년 05월부터 2028년 05월까지입니다. 갱신요구권은 미사용입니다.","솔라리움A동 (6층)
거래일자: 2026년 04월 29일
거래금액: 1억 6,200만원
전용면적: 25.38㎡ (약 7.7평)
층수: 6층
준공연도: 2020년",1억 6200만원입니다.
시나리오 1: 단일 팩트 검색,2024년 8월 8일에 월세 계약된 이의동 광교하이니티 오피스텔 6층의 보증금과 월세는 얼마입니까?,"[작성일: 2024-08-08] | [수원시 영통구] | 오피스텔 월세 거래입니다. 거래일자는 2024년 08월 08일입니다. 하동 (지번: 1019)에 위치한 '광교 더샵 레이크파크' 오피스텔 8층 매물이 보증금 2억 5000만원, 월세 130만원으로 계약되었습니다. 전용면적은 72.61㎡ (약 22.0평)이며, 건축년도는 년입니다. 계약기간은 2024년 08월부터 2026년 08월까지입니다. 갱신요구권은 미사용입니다."", ""[작성일: 2024-08-08] | [수원시 영통구] | 오피스텔 월세 거래입니다. 거래일자는 2024년 08월 08일입니다. 이의동 (지번: 1348-2)에 위치한 '광교하이니티' 오피스텔 6층 매물이 보증금 500만원, 월세 75만원으로 계약되었습니다. 전용면적은 28.32㎡ (약 8.6평)이며, 건축년도는 2013년입니다. 계약기간은 2024년 08월부터 2025년 08월까지입니다. 갱신요구권은 미사용입니다."", ""[작성일: 2024-08-08] | [수원시 영통구] | 오피스텔 월세 거래입니다. 거래일자는 2024년 08월 08일입니다. 이의동 (지번: 1351-1)에 위치한 '광교데시앙루브' 오피스텔 10층 매물이 보증금 1억원, 월세 40만원으로 계약되었습니다. 전용면적은 29.45㎡ (약 8.9평)이며, 건축년도는 2012년입니다. 계약기간은 2024년 09월부터 2026년 09월까지입니다. 갱신요구권은 미사용입니다."", ""[작성일: 2024-08-08] | [수원시 영통구] | 오피스텔 월세 거래입니다. 거래일자는 2024년 08월 08일입니다. 이의동 (지번: 1351-6)에 위치한 '광교유니코어' 오피스텔 13층 매물이 보증금 3000만원, 월세 53만원으로 갱신 계약되었습니다. 전용면적은 20.43㎡ (약 6.2평)이며, 건축년도는 2018년입니다. 계약기간은 2024년 07월부터 2025년 07월까지입니다. 갱신요구권은 미사용입니다. 종전계약보증금은 3000만원, 종전계약월세 50만원입니다."", ""[작성일: 2024-08-08] | [수원시 영통구] | 오피스텔 월세 거래입니다. 거래일자는 2024년 08월 08일입니다. 이의동 (지번: 1331)에 위치한 '광교 푸르지오 월드마크' 오피스텔 9층 매물이 보증금 500만원, 월세 75만원으로 계약되었습니다. 전용면적은 23.13㎡ (약 7.0평)이며, 건축년도는 2015년입니다. 계약기간은 2024년 09월부터 2025년 09월까지입니다. 갱신요구권은 미사용입니다.","광교하이니티 (이의동)
거래일자: 2024년 08월 08일
보증금: 500만원
월세: 75만원
전용면적: 28.32㎡ (약 8.6평)
층수: 6층
건축년도: 2013년","보증금 500만원, 월세 75만원입니다."
시나리오 1: 단일 팩트 검색,2024년 8월 7일에 이의동에서 갱신 계약된 광교센트럴푸르지오시티 10층 오피스텔의 전용면적은 얼마입니까?,"[작성일: 2024-08-07] | [수원시 영통구] | 오피스텔 월세 거래입니다. 거래일자는 2024년 08월 07일입니다. 이의동 (지번: 1257-1)에 위치한 '광교에코푸르지오시티 B동' 오피스텔 7층 매물이 보증금 500만원, 월세 47만원으로 갱신 계약되었습니다. 전용면적은 38.83㎡ (약 11.7평)이며, 건축년도는 2014년입니다. 계약기간은 2024년 09월부터 2025년 08월까지입니다. 갱신요구권은 미사용입니다. 종전계약보증금은 500만원, 종전계약월세 42만원입니다."", ""[작성일: 2024-08-07] | [수원시 영통구] | 오피스텔 월세 거래입니다. 거래일자는 2024년 08월 07일입니다. 이의동 (지번: 1331)에 위치한 '광교 푸르지오 월드마크' 오피스텔 2층 매물이 보증금 1000만원, 월세 90만원으로 계약되었습니다. 전용면적은 32.06㎡ (약 9.7평)이며, 건축년도는 2015년입니다. 계약기간은 2024년 09월부터 2025년 09월까지입니다. 갱신요구권은 미사용입니다."", ""[작성일: 2024-08-07] | [수원시 영통구] | 오피스텔 월세 거래입니다. 거래일자는 2024년 08월 07일입니다. 이의동 (지번: 1351-4)에 위치한 'e편한세상 시티 광교' 오피스텔 4층 매물이 보증금 1000만원, 월세 75만원으로 계약되었습니다. 전용면적은 21.56㎡ (약 6.5평)이며, 건축년도는 2023년입니다. 계약기간은 2024년 09월부터 2025년 09월까지입니다. 갱신요구권은 미사용입니다."", ""[작성일: 2024-08-07] | [수원시 영통구] | 오피스텔 전세 거래입니다. 거래일자는 2024년 08월 07일입니다. 하동 (지번: 1014)에 위치한 '광교 힐스테이트 레이크' 오피스텔 37층 매물이 전세금 4억 8000만원으로 계약되었습니다. 전용면적은 84.68㎡ (약 25.6평)이며, 건축년도는 2015년입니다. 계약기간은 2024년 09월부터 2026년 09월까지입니다. 갱신요구권은 미사용입니다."", ""[작성일: 2024-08-07] | [수원시 영통구] | 오피스텔 전세 거래입니다. 거래일자는 2024년 08월 07일입니다. 이의동 (지번: 1338)에 위치한 '광교센트럴푸르지오시티' 오피스텔 10층 매물이 전세금 1억 6500만원으로 갱신 계약되었습니다. 전용면적은 22.62㎡ (약 6.8평)이며, 건축년도는 2015년입니다. 계약기간은 2024년 09월부터 2025년 09월까지입니다. 갱신요구권은 사용입니다. 종전계약전세금은 1억 6500만원입니다.","광교센트럴푸르지오시티 (이의동)
거래일자: 2024년 08월 07일
전세금: 1억 6500만원
전용면적: 22.62㎡ (약 6.8평)
층수: 10층
건축년도: 2015년
계약기간: 2024년 09월부터 2025년 09월까지
갱신요구권: 사용",22.62㎡입니다.
시나리오 1: 단일 팩트 검색,2025년 1월 14일에 세류동에서 6억 7000만원으로 거래된 단독주택의 대지면적은 얼마입니까?,"[작성일: 2025-01-14] | [수원시] | 단독주택 매매 거래입니다. 거래일자는 2025년 01월 14일 입니다. 세류동 (지번: 1***)에 위치한 단독주택 매물이 6억 7000만원에 중개거래되었습니다. 연면적 325.3㎡ (약 98.4평), 대지면적 210.5㎡ (약 63.7평)입니다. 건축년도는 1989년입니다. 매도자 구분은 개인, 매수자 구분은 개인입니다. 중개사소재지는 경기 수원시 권선구입니다.', '[작성일: 2025-01-14] | [수원시] | 단독주택 월세 거래입니다. 거래일자는 2025년 01월 14일 입니다. 율전동에 위치한 단독주택 매물이 보증금 300만원, 월세 30만원에 신규거래 되었습니다. 건축년도는 2009년이며, 연면적은 18.15㎡ (약 5.5평)입니다. 갱신요구권은 미사용 상태입니다. 계약기간은 2025년 02월부터 2026년 02월까지입니다.', '[작성일: 2025-01-14] | [수원시] | 단독주택 월세 거래입니다. 거래일자는 2025년 01월 14일 입니다. 율전동에 위치한 단독주택 매물이 보증금 500만원, 월세 30만원에 신규거래 되었습니다. 건축년도는 2002년이며, 연면적은 23.1㎡ (약 7.0평)입니다. 갱신요구권은 미사용 상태입니다. 계약기간은 2025년 02월부터 2026년 02월까지입니다.', '[작성일: 2025-01-14] | [수원시] | 단독주택 월세 거래입니다. 거래일자는 2025년 01월 14일 입니다. 율전동에 위치한 단독주택 매물이 보증금 500만원, 월세 40만원에 신규거래 되었습니다. 건축년도는 2014년이며, 연면적은 15.0㎡ (약 4.5평)입니다. 갱신요구권은 미사용 상태입니다. 계약기간은 정보없음입니다.', '[작성일: 2025-01-14] | [수원시] | 단독주택 월세 거래입니다. 거래일자는 2025년 01월 14일 입니다. 세류동에 위치한 단독주택 매물이 보증금 5000만원, 월세 20만원에 신규거래 되었습니다. 건축년도는 1989년이며, 연면적은 40.0㎡ (약 12.1평)입니다. 갱신요구권은 미사용 상태입니다. 계약기간은 2025년 02월부터 2027년 02월까지입니다.",대지면적: 210.5㎡ (약 63.7평),210.5㎡입니다.
시나리오 1: 단일 팩트 검색,2026년 4월 22일 월세 계약된 안산시 더하임 다세대주택 3층 매물의 전용면적은 몇 ㎡입니까?,"[작성일: 2026-04-22] | [안산시] | 아파트 월세 거래입니다. 거래일자는 2026년 04월 22일입니다. 선부동 (지번: 998)에 위치한 '안산한신더휴' 아파트 16층 매물이 보증금 3000만원, 월세는 120만원으로 계약되었습니다. 전용면적은 59.9324㎡ (약 18.1평)이며, 2024년에 준공된 단지입니다. 계약 기간은 2026년 06월부터 2028년 06월까지입니다."", ""[작성일: 2026-04-22] | [안산시] | 다세대주택 월세 거래입니다. 거래일자는 2026년 04월 22일입니다. 사동 (지번: 1247-9)에 위치한 '(1247-9)' 다세대주택 4층 매물이 보증금 7000만원, 월세 20만원으로 계약되었습니다. 전용면적은 29.9925㎡ (약 9.1평)입니다. 건축년도는 2017년입니다. 계약기간은 2026년 06월부터 2028년 06월까지입니다. 갱신요구권 사용여부는 미사용입니다."", ""[작성일: 2026-04-22] | [안산시] | 다세대주택 월세 거래입니다. 거래일자는 2026년 04월 22일입니다. 와동 (지번: 821-20)에 위치한 '더하임(821-20)' 다세대주택 3층 매물이 보증금 3000만원, 월세 85만원으로 계약되었습니다. 전용면적은 58.545㎡ (약 17.7평)입니다. 건축년도는 2016년입니다. 계약기간은 2026년 05월부터 2028년 05월까지입니다. 갱신요구권 사용여부는 미사용입니다."", ""[작성일: 2026-04-22] | [안산시] | 다세대주택 월세 거래입니다. 거래일자는 2026년 04월 22일입니다. 월피동 (지번: 505-7)에 위치한 '로젠하임(505-7)' 다세대주택 3층 매물이 보증금 8000만원, 월세 23만원으로 계약되었습니다. 전용면적은 38.44㎡ (약 11.6평)입니다. 건축년도는 2013년입니다. 계약기간은 2026년 05월부터 2028년 05월까지입니다. 갱신요구권 사용여부는 미사용입니다."", ""[작성일: 2026-04-22] | [안산시] | 다세대주택 월세 거래입니다. 거래일자는 2026년 04월 22일입니다. 와동 (지번: 754-6)에 위치한 '단원블리스' 다세대주택 5층 매물이 보증금 1000만원, 월세 95만원으로 계약되었습니다. 전용면적은 81.2㎡ (약 24.6평)입니다. 건축년도는 2010년입니다. 계약기간은 2026년 04월부터 2028년 04월까지입니다. 갱신요구권 사용여부는 미사용입니다.","더하임(821-20) (와동)
거래일자: 2026년 04월 22일
보증금/월세: 3,000만원 / 85만원
전용면적: 58.545㎡ (약 17.7평)
층수: 3층
건축년도: 2016년
계약기간: 2026년 05월 ~ 2028년 05월
갱신요구권 사용여부: 미사용",58.545㎡입니다.
시나리오 1: 단일 팩트 검색,2026년 4월 11일 월세 계약된 안산시 선부파크빌라 연립주택 3층 매물의 월세는 얼마입니까?,"[작성일: 2026-04-11] | [안산시] | 연립주택 월세 거래입니다. 거래일자는 2026년 04월 11일입니다. 선부동 (지번: 964)에 위치한 '선부파크빌라' 연립주택 3층 매물이 보증금 500만원, 월세 50만원으로 계약되었습니다. 전용면적은 54.99㎡ (약 16.6평)입니다. 건축년도는 1990년입니다. 계약기간은 2026년 05월부터 2026년 11월까지입니다. 갱신요구권 사용여부는 미사용입니다."", ""[작성일: 2026-04-11] | [안산시] | 아파트 월세 거래입니다. 거래일자는 2026년 04월 11일입니다. 선부동 (지번: 1081)에 위치한 '산호한양' 아파트 20층 매물이 보증금 1000만원, 월세는 50만원으로 계약되었습니다. 전용면적은 29.2725㎡ (약 8.9평)이며, 1993년에 준공된 단지입니다. 계약 기간은 2026년 05월부터 2028년 05월까지입니다."", ""[작성일: 2026-04-11] | [안산시] | 아파트 월세 거래입니다. 거래일자는 2026년 04월 11일입니다. 원시동 (지번: 850)에 위치한 '안산스마트허브경기행복주택' 아파트 8층 매물이 보증금 1829만원, 월세는 8만원으로 계약되었습니다. 전용면적은 16.74㎡ (약 5.1평)이며, 2021년에 준공된 단지입니다. 계약 기간은 2026년 06월부터 2028년 05월까지입니다."", ""[작성일: 2026-04-11] | [안산시] | 아파트 월세 거래입니다. 거래일자는 2026년 04월 11일입니다. 원곡동 (지번: 1003)에 위치한 '안산푸르지오브리파크' 아파트 19층 매물이 보증금 2억 5000만원, 월세는 73만원으로 계약되었습니다. 전용면적은 84.6097㎡ (약 25.6평)이며, 2023년에 준공된 단지입니다. 계약 기간은 2026년 05월부터 2028년 04월까지입니다."", ""[작성일: 2026-04-11] | [안산시] | 아파트 전세 거래입니다. 거래일자는 2026년 04월 11일입니다. 선부동 (지번: 998)에 위치한 '안산한신더휴' 아파트 24층 매물이 전세금 2억 5200만원으로 갱신 계약되었습니다. 전용면적은 59.9324㎡ (약 18.1평)이며, 2024년에 준공된 단지입니다. 계약 기간은 2026년 05월부터 2028년 05월까지입니다. 종전계약전세금은 2억 4000만원입니다.","선부파크빌라 (선부동)
거래일자: 2026년 04월 11일
보증금/월세: 500만원 / 50만원
전용면적: 54.99㎡ (약 16.6평)
층수: 3층
건축년도: 1990년
계약기간: 2026년 05월 ~ 2026년 11월
갱신요구권 사용여부: 미사용",50만원입니다.
시나리오 1: 단일 팩트 검색,2025년 8월 30일에 거래된 금정동 율곡 아파트 17층 매물의 매매금액은 얼마입니까?,"[작성일: 2025-08-30] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 30일입니다. 산본동 (지번: 1151-9)에 위치한 '설악2' 아파트 860동 21층 매물이 거래금액 3억원에 중개거래되었습니다. 이 단지는 1996년에 준공되었으며, 전용면적은 49.89㎡ (약 15.1평)입니다. 중개사 소재지는 경기 군포시입니다."", ""[작성일: 2025-08-30] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 30일입니다. 금정동 (지번: 876)에 위치한 '율곡' 아파트 349동 17층 매물이 거래금액 3억 5000만원에 중개거래되었습니다. 이 단지는 1994년에 준공되었으며, 전용면적은 51.66㎡ (약 15.6평)입니다. 중개사 소재지는 경기 군포시입니다."", ""[작성일: 2025-08-30] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 30일입니다. 금정동 (지번: 876)에 위치한 '율곡' 아파트 333동 11층 매물이 거래금액 3억 7000만원에 중개거래되었습니다. 이 단지는 1994년에 준공되었으며, 전용면적은 58.46㎡ (약 17.7평)입니다. 중개사 소재지는 경기 군포시입니다."", ""[작성일: 2025-08-30] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 30일입니다. 산본동 (지번: 1148-4)에 위치한 '주공9단지금강' 아파트 908동 9층 매물이 거래금액 3억 4600만원에 중개거래되었습니다. 이 단지는 1994년에 준공되었으며, 전용면적은 58.71㎡ (약 17.8평)입니다. 중개사 소재지는 경기 군포시입니다."", ""[작성일: 2025-08-30] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 30일입니다. 산본동 (지번: 1240)에 위치한 '래미안하이어스' 아파트 120동 31층 매물이 거래금액 9억 9000만원에 중개거래되었습니다. 이 단지는 2010년에 준공되었으며, 전용면적은 84.95㎡ (약 25.7평)입니다. 중개사 소재지는 경기 군포시, 경기 안양시 만안구입니다.","율곡 아파트 (349동)
거래일자: 2025년 08월 30일
거래금액: 3억 5,000만원
전용면적: 51.66㎡ (약 15.6평)
층수: 17층
준공연도: 1994년",3억 5000만원입니다.
시나리오 1: 단일 팩트 검색,2025년 8월 16일 중개거래된 산본동 세종 아파트 17층 매물의 거래금액은 얼마입니까?,"[작성일: 2025-08-16] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 16일입니다. 산본동 (지번: 1145)에 위치한 '세종' 아파트 634동 17층 매물이 거래금액 4억 8000만원에 중개거래되었습니다. 이 단지는 1994년에 준공되었으며, 전용면적은 58.71㎡ (약 17.8평)입니다. 중개사 소재지는 경기 군포시입니다."", ""[작성일: 2025-08-16] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 16일입니다. 산본동 (지번: 1145)에 위치한 '세종' 아파트 636동 14층 매물이 거래금액 4억 6000만원에 중개거래되었습니다. 이 단지는 1994년에 준공되었으며, 전용면적은 58.46㎡ (약 17.7평)입니다. 중개사 소재지는 경기 군포시입니다."", ""[작성일: 2025-08-16] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 16일입니다. 금정동 (지번: 744-1)에 위치한 '신환' 아파트 3층 매물이 거래금액 2억 6500만원에 중개거래되었으나, 25.09.03부로 해제되었습니다. 이 단지는 1990년에 준공되었으며, 전용면적은 54.27㎡ (약 16.4평)입니다. 중개사 소재지는 경기 군포시입니다."", ""[작성일: 2025-08-16] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 16일입니다. 산본동 (지번: 1151-5)에 위치한 '한양수리' 아파트 816동 16층 매물이 거래금액 8억 2000만원에 중개거래되었습니다. 이 단지는 1994년에 준공되었으며, 전용면적은 149.764㎡ (약 45.3평)입니다. 중개사 소재지는 경기 군포시입니다."", ""[작성일: 2025-08-16] | [군포시] | 아파트 매매 거래입니다. 거래일자는 2025년 8월 16일입니다. 금정동 (지번: 744-1)에 위치한 '신환' 아파트 4동 3층 매물이 거래금액 2억 6500만원에 중개거래되었습니다. 이 단지는 1990년에 준공되었으며, 전용면적은 54.27㎡ (약 16.4평)입니다. 중개사 소재지는 경기 군포시입니다.","세종 아파트 (634동)
거래일자: 2025년 08월 16일
거래금액: 4억 8,000만원
전용면적: 58.71㎡ (약 17.8평)
층수: 17층
준공연도: 1994년",4억 8000만원입니다.
시나리오 1: 단일 팩트 검색,"2026년 5월 4일 국세청 발표 기준, 2025년 귀속 양도세 확정신고 대상자는 내달 며칠까지 신고·납부해야 합니까?","국세청, 양도세 신고·납부 다음달1일까지…“세금 탈루 예외 없이 추징” 국세청이 2025년 귀속 양도소득세 확정신고 대상 22만명에게 안내문을 발송하고, 양도소득세 탈루에 대해 강력한 대응 방침을 밝히며 주의를 당부했다. 국세청은 4일 2025년 귀속 양도세 확정신고 대상자는 내달 1일까지 신고·납부해야 한다고 밝혔다. 지난해 부동산과 주식 등을 팔고 예정신고를 하지 않았거나, 2회 이상 양도 후 소득 금액을 합산해 신고하지 않은 납세자 등이 이번 확정신고 대상이다. 예정신고 의무가 없는 국외주식 및 파생상품 거래로 양도소득이 발생한 납세자의 경우도 포함된다. 이번 대상자는 오는 6월1일까지 양도소득세를 신고·납부해야 하며 국세청은 약 22만명에게 이날부터 모바일 신고 안내문을 발송한다. 60세 이상 고령의 납세자에게는 우편 신고 안내문도 함께 발송해 편의를 지원한다. 이번 확정신고 대상자가 신고기한 내 신고하지 않을 경우 무신고납부 세액에 20%의 무신고 가산세가 부과된다. 미납 시에는 미납세액에 0.022%(1일)의 납부지연 가산세가 부과된다. 납세자는 홈택스(PC)와 손택스(모바일)를 통해 전자신고할 수 있으며, 신고서를 작성해 주소지 관할 세무서에 제출하는 등 서면 신고도 가능하다. 자진 납부할 세금은 신고 후에 가상계좌이체, 신용카드, 간편결제 등 다양한 방식으로 납부할 수 있고 납부서를 출력해 금융기관에서 납부도 가능하다. 아울러 일정 금액 이상은 분할 납부도 허용된다. 양도소득세 납부할 세액이 1천만원을 초과하는 경우 세액의 일부를 8월3일까지 나누어 납부할 수 있다. 세액 2천만원 이하는 1천만원 초과분, 세액 2천만원 초과시에는 전체 세액의 50%를 분납 가능하다. 특히 올해는 납세자를 위해 신고의 편의성이 한층 강화됐다. 먼저 이미 신고했던 예정신고 내역이 있다면, 기존 예정신고 내역을 자동으로 불러오는 ‘미리채움 서비스’ 기능을 제공한다', '[작성일: 2026-05-04] | [] | 단독주택 월세 거래입니다. 거래일자는 2026년 05월 04일 입니다. 모현읍 초부리에 위치한 단독주택 매물이 보증금 200만원, 월세 25만원에 신규거래 되었습니다. 건축년도는 1997년이며, 연면적은 60.0㎡ (약 18.1평)입니다. 갱신요구권은 미사용 상태입니다. 계약기간은 2026년 06월부터 2027년 06월까지입니다.', '[작성일: 2026-05-04] | [] | 단독주택 월세 거래입니다. 거래일자는 2026년 05월 04일 입니다. 양평읍 공흥리에 위치한 단독주택 매물이 보증금 500만원, 월세 55만원에 신규거래 되었습니다. 건축년도는 2022년이며, 연면적은 24.42㎡ (약 7.4평)입니다. 갱신요구권은 미사용 상태입니다. 계약기간은 2026년 05월부터 2027년 05월까지입니다.', '[작성일: 2026-05-04] | [] | 단독주택 전세 거래입니다. 거래일자는 2026년 05월 04일 입니다. 고덕면 당현리에 위치한 단독주택 매물이 전세금 1억 3000만원에 신규거래 되었습니다. 건축년도는 2014년이며, 연면적은 96.99㎡ (약 29.3평)입니다. 갱신요구권은 미사용 상태입니다. 계약기간은 2026년 05월부터 2028년 05월까지입니다.', '[작성일: 2026-05-04] | [] | 단독주택 월세 거래입니다. 거래일자는 2026년 05월 04일 입니다. 고림동에 위치한 단독주택 매물이 보증금 300만원, 월세 27만원에 신규거래 되었습니다. 건축년도는 1997년이며, 연면적은 16.53㎡ (약 5.0평)입니다. 갱신요구권은 미사용 상태입니다. 계약기간은 2026년 05월부터 2027년 05월까지입니다.']}",2025년 귀속 양도세 확정신고 대상자는 2026년 6월 1일까지 신고·납부해야 합니다.,내달 1일까지입니다.
시나리오 2: 복합 정보 요약 및 추론,2025년 1월에 거래된 수원시의 늘푸른벽산 아파트와 수원광교행복주택의 준공 연도 차이는 몇 년입니까?,"[작성일: 2025-01-22] | [수원시] | 아파트 월세 거래입니다. 거래일자는 2025년 01월 22일입니다. 율전동 (지번: 322)에 위치한 '늘푸른벽산' 아파트 4층 매물이 보증금 1000만원, 월세는 70만원으로 계약되었습니다. 전용면적은 36.54㎡ (약 11.1평)이며, 1998년에 준공된 단지입니다. 계약 기간은 2025년 02월부터 2027년 02월까지입니다."", ""[작성일: 2025-01-03] | [수원시] | 아파트 월세 거래입니다. 거래일자는 2025년 01월 03일입니다. 이의동 (지번: 1284)에 위치한 '수원광교행복주택' 아파트 5층 매물이 보증금 6826만원, 월세는 34만원으로 계약되었습니다. 전용면적은 36.7㎡ (약 11.1평)이며, 2018년에 준공된 단지입니다. 계약 기간은 2025년 04월부터 2027년 03월까지입니다."", ""[작성일: 2025-01-08] | [수원시] | 아파트 월세 거래입니다. 거래일자는 2025년 01월 08일입니다. 이의동 (지번: 1284)에 위치한 '수원광교행복주택' 아파트 2층 매물이 보증금 6826만원, 월세는 34만원으로 계약되었습니다. 전용면적은 36.7㎡ (약 11.1평)이며, 2018년에 준공된 단지입니다. 계약 기간은 2025년 04월부터 2027년 03월까지입니다."", ""[작성일: 2025-01-03] | [수원시] | 아파트 월세 거래입니다. 거래일자는 2025년 01월 03일입니다. 이의동 (지번: 1284)에 위치한 '수원광교행복주택' 아파트 9층 매물이 보증금 6826만원, 월세는 34만원으로 계약되었습니다. 전용면적은 36.7㎡ (약 11.1평)이며, 2018년에 준공된 단지입니다. 계약 기간은 2025년 04월부터 2027년 03월까지입니다."", ""[작성일: 2025-01-21] | [수원시] | 아파트 월세 거래입니다. 거래일자는 2025년 01월 21일입니다. 오목천동 (지번: 1180)에 위치한 '수원권선꿈에그린아파트' 아파트 4층 매물이 보증금 9790만원, 월세는 61만원으로 계약되었습니다. 전용면적은 84.7474㎡ (약 25.6평)이며, 2018년에 준공된 단지입니다. 계약 기간은 2025년 02월부터 2027년 02월까지입니다.""","늘푸른벽산 (율전동)
준공연도: 1998년
수원광교행복주택 (이의동)
준공연도: 2018년
두 아파트의 준공 연도 차이는 20년입니다.",두 아파트의 준공 연도 차이는 20년입니다.
